許可番号,区分,商号,代表者,郵便番号,市区町村,所在地,電話番号,資本金(千円),法人/個人,許可業種,特定,許可年月日,推定年数下限,業種分類,中南部
47013602,知事,アサヒナ工務店（株）,奥平 朝之,901-2203,宜野湾市,野嵩１ー４８－４,098-988-7339,3000,法人,土建大と石鋼舗し水解,,R051207,8,建設業（総合）,1
47006389,知事,（株）アサヒプラント,中本 宏,901-0156,那覇市,田原４－８－２,098-858-0388,30000,法人,電管機絶消,1,R021117 R040113,28,電気・設備工事,1
47011122,知事,（株）朝日ホ－ム２１,前川 朝計,901-2114,浦添市,安波茶２－１０－１,098-877-3286,5000,法人,土建大と石屋タ鋼舗し塗内園水,,R030919 R051025,15,建設業（総合）,1
47010982,知事,（株）旭メタル工業,神里 悟,901-1104,島尻郡南風原町,字宮平９０８－１,098-851-4785,20000,法人,建大左と石屋タ鋼筋板ガ塗防内絶具,,R030222,15,建設業（総合）,1
47010123,知事,あざま建設,安座間 喜男,903-0127,中頭郡西原町,字徳佐田３０－２,098-945-4438,,個人,土建大と石屋タ鋼舗し塗防内具水,,R030705,15,建設業（総合）,1
47011860,知事,アザマ土木,安座間 克,904-2232,うるま市,字川田２２７－１,098-989-4119,,個人,土と石鋼舗し塗水,,R021122,12,建設業（総合）,1
47009976,知事,（株）アジアエンジニアリング,久田 友徳,904-2245,うるま市,字赤道６８２－５ウォーカーヒル＊１０１,098-974-5104,40000,法人,土と石電管鋼舗し通水,1,R050104 R060312,20,建設業（総合）,1
47005838,知事,アジア海洋沖縄（株）,吉岡 修平,900-0012,那覇市,泊３－１－６,098-868-5914,20000,法人,土と石鋼舗し塗水解,1,R031005,35,建設業（総合）,1
47013812,知事,（有）アジアストーン,湧川 浩,904-0032,沖縄市,諸見里１－２１－１０,098-932-7690,10000,法人,土と石鋼舗し水,,R061025,5,建設業（総合）,1
47015050,知事,（株）アジアテラス,久高 友昭,901-2104,浦添市,当山３－２－２－１０１,098-871-2970,3000,法人,土建と石鋼舗し水,,R060126,0,建設業（総合）,1
47000029,知事,アジアペイント（株）,徳村 篤志,901-2131,浦添市,牧港５－３－５,098-877-2201,6100,法人,塗防,,R040319,35,塗装・防水,1
47013479,知事,（株）ＡＳＳＩＳＴ,金城 譲治,901-0314,糸満市,字座波６９０－３仙原マンション１Ｆ,090-2719-8059,1000,法人,筋,,R050607,8,その他専門工事,1
47013481,知事,（株）アシスト,小禄 勝也,901-2221,宜野湾市,伊佐２－４－２ アシストビル１階,098-943-2010,5000,法人,建,,R050615,8,建設業（総合）,1
47014392,知事,（株）アシスト沖縄,友利 敦,901-2215,宜野湾市,真栄原２－１２－１０,098-943-4718,1000,法人,土建と石鋼舗水,,R030709,5,建設業（総合）,1
47012233,知事,アシスト２１,当真 嗣合,902-0061,那覇市,古島２－３－３,098-887-1767,,個人,建大屋タ内,,R050304,12,建設業（総合）,1
47013300,知事,（株）アシスト冷熱工業,奥原 聡彦,901-2126,浦添市,宮城３－７－５,098-988-3586,3000,法人,管機,,R040908 R070609,8,電気・設備工事,1
47008454,知事,（有）安次嶺ガラス,安次嶺 承健,904-0103,中頭郡北谷町,字桑江３６４－４,098-936-0277,5000,法人,ガ,,R040517,20,その他専門工事,1
47013803,知事,（株）安謝鋳物商事,仲宗根 重人,901-2104,浦添市,当山１－３－８,098-877-7880,20000,法人,土と石管鋼舗し水,,R061011,5,建設業（総合）,1
47012031,知事,（有）アジャスト,仲本 達志,904-2223,うるま市,字具志川２４７６,098-973-8661,10000,法人,土と石鋼舗し水解,,R031201,12,建設業（総合）,1
47003948,知事,（株）安謝橋電機,平良 博,901-2101,浦添市,西原２－１－３,098-877-7802,22000,法人,土と石電管鋼舗機通水解,1,R040902,35,建設業（総合）,1
47012589,知事,（株）明香工務店,中村 明香,904-2161,沖縄市,古謝３－７－５ キャッスル古謝２０８号室,098-989-8352,3700,法人,土建大と石屋タ鋼舗し内水解,,R061008,12,建設業（総合）,1
47006079,知事,アスク沖縄（株）,松岡 勝男,901-0153,那覇市,宇栄原５－１－１,098-891-9355,20000,法人,土建大左と石屋管タ鋼舗し板ガ塗防内絶具水解,1,R030820 R060214,28,建設業（総合）,1
47012040,知事,（株）アステックペイント,菅原 徹,901-2224,宜野湾市,真志喜１－１－６,098-988-3118,72765,法人,大左石屋タ板ガ塗防内絶具,,R070101,12,塗装・防水,1
47013197,知事,（株）アステル,佐野 卓,901-0311,糸満市,字竹富８２３－１,090-9789-8818,5000,法人,建,,R040509,8,建設業（総合）,1
47000165,知事,（有）あすなろ開発,根間 和美,901-2126,浦添市,宮城６－１８－２６ 玉寄アパート１０５,098-943-3464,10000,法人,土と石管舗塗水,,R040524,35,建設業（総合）,1
47013111,知事,（株）あすなろ建設,仲松 末一,904-0012,沖縄市,安慶田４－２－１５－１０２,098-930-3333,5000,法人,建解,,R031219,8,建設業（総合）,1
47013785,知事,アスパル（株）,本間 敏文,900-0015,那覇市,久茂地２－１７－１７,098-851-4577,3000,法人,建大屋タ内,,R060920,5,建設業（総合）,1
47015430,知事,（株）アスピレイション,堀江 裕二,901-2301,中頭郡北中城村,字島袋１４１－１３,080-6425-4331,1000,法人,通,,R070822,0,電気・設備工事,1
47014412,知事,（株）ＡＺホーム,安里 豊,904-0103,中頭郡北谷町,桑江１－５－１０ ローズマンション１０２,098-988-7286,1000,法人,建大屋タ内,,R030726,0,建設業（総合）,1
47015366,知事,ａｚｕｍａ空設,東 誠,901-2134,浦添市,字港川５４３ Ｄ－１３,098-959-6077,,個人,管,,R070606,0,電気・設備工事,1
47011691,知事,東組,東 與一,901-2302,中頭郡北中城村,字渡口１７１９－２,098-935-4730,,個人,土と石鋼舗し水,,R070212,12,建設業（総合）,1
47001401,知事,東建設,東江 良吉,904-2151,沖縄市,松本３－１７－３８,098-937-5870,,個人,建,,R020713,35,建設業（総合）,1
47001580,知事,東建設（株）,東 賢一,901-2222,宜野湾市,喜友名２－１４－２,098-892-2272,30000,法人,土建と石鋼舗水解,1,R040226 R060712,35,建設業（総合）,1
47014197,知事,（株）東工業,東 博樹,904-0105,中頭郡北谷町,字吉原９８６番地,098-926-5810,5000,法人,土建大と石屋タ鋼舗し内水,,R021120,5,建設業（総合）,1
47005900,知事,（株）東商会,玉城 寛,901-1206,南城市,大里字仲間４８１－１,098-988-6868,10000,法人,建大内,,R070714,35,建設業（総合）,1
47011924,知事,（株）アスワン琉球．ｃｏｍ,新垣 義将,901-0153,那覇市,宇栄原３－１６－５３ ｒｏｂｃｏｎｄ１０１,098-851-3247,5000,法人,内,,R030405,12,内装工事,1
47004509,知事,（有）阿孝設備,阿部 孝行,901-2212,宜野湾市,長田１－１４－１２,098-892-1822,3000,法人,管,,R040910,35,電気・設備工事,1
47000433,知事,安谷屋組,安谷屋 綱行,901-0416,島尻郡八重瀬町,字宜次６５０－５,098-998-5887,,個人,建,,R041117,35,建設業（総合）,1
47013344,知事,（株）アタリ塗装工業,新門 勝也,904-2153,沖縄市,美里仲原町１４－２４,098-934-3144,1500,法人,塗防,,R041027,8,塗装・防水,1
47011033,知事,（有）圧送沖縄,赤嶺 忠,901-0223,豊見城市,字翁長６４５－４,098-850-3547,3000,法人,と,,R030427,15,その他専門工事,1
47015297,知事,（株）ａｔ,富元 亜希子,901-0305,糸満市,西崎２－８－２高木店舗１０２,098-994-8020,2000,法人,建内,,R070225,0,建設業（総合）,1
47013672,知事,（有）あづま冷凍機,東 直行,903-0127,中頭郡西原町,字徳佐田３８－１,098-944-5674,3000,法人,管,,R060509,8,電気・設備工事,1
47013922,知事,（株）安住．区,安慶名 辰也,901-2102,浦添市,前田３－１－２０ １Ｆ,098-876-2339,5000,法人,建大屋電タ内,,R021105 R050314,5,建設業（総合）,1
47012717,知事,（株）アドイースト,宮城 渡,901-2406,中頭郡中城村,当間５６６－４,098-942-3786,3000,法人,と,,R070403,12,その他専門工事,1
47000276,知事,（有）アドーン開発,座波 保宏,901-1301,島尻郡与那原町,字板良敷１１５番地の１,098-882-8207,10000,法人,土と石鋼舗し水解,,R070524,35,建設業（総合）,1
47014950,知事,ＡＤＳＴＡＲ（株）,松尾 由美,900-0012,那覇市,泊２－１－１８ Ｔ＆Ｃ泊ビル６階,098-943-7818,9500,法人,電,,R050810,0,電気・設備工事,1
47010232,知事,（株）アドプロ,德永 修一,901-2223,宜野湾市,大山２－１－６,098-943-5170,10000,法人,大左と石屋タ板ガ塗防内絶具,,R031227,15,塗装・防水,1
47014871,知事,（株）ＡＴＯＭＣＲＡＦＴ,安間 匡,904-1107,うるま市,石川曙２－３－１ １Ｆ,098-987-8842,1000,法人,土建大と石屋タ鋼舗し塗内水,,R050428,0,建設業（総合）,1
47012590,知事,（株）アトムホーム,宮平 克哉,901-2224,宜野湾市,真志喜１－１－３ １０４号,098-988-1064,60000,法人,土建と石電管鋼舗し水解,,R030902,12,建設業（総合）,1
47014578,知事,ＡＴＥＬＩＥＲ ＮＵＫ,佐々木 幸史郎,901-2301,中頭郡北中城村,字島袋１４２９－１ ＣＨ－２,098-955-1772,,個人,建大屋タ内,,R040311,0,建設業（総合）,1
47011097,知事,（有）アトリエ城建,新城 和弘,900-0004,那覇市,銘苅２－６－３５,098-864-5948,5000,法人,建大屋タ内,,R030811,15,建設業（総合）,1
47005575,知事,（有）アトレ,親泊 仲眞,902-0071,那覇市,繁多川２－６－７,098-834-7430,3000,法人,内,,R030319,35,内装工事,1
47007599,知事,阿波グループ,阿波根 直明,904-0305,中頭郡読谷村,字都屋９－５,098-956-7878,,個人,大,,R030808,28,その他専門工事,1
47009889,知事,（有）安波茶電機,諸見 元弘,901-2114,浦添市,安波茶３－３６－５,098-879-8839,5000,法人,電消,,R070714,20,電気・設備工事,1
47012004,知事,阿波根建設,阿波根 弘光,906-0006,宮古島市,平良字西仲宗根６９１－１,0980-73-6117,,個人,建,,R030930,12,建設業（総合）,
47015095,知事,ＡｆｆｉｎｉｔｙＨｏｕｓｉｎｇ（株）,椎名 淳一,904-0113,中頭郡北谷町,字宮城３－１７７,098-923-3552,5000,法人,建大左と石屋タ鋼筋板ガ塗防内絶具,,R060329,0,建設業（総合）,1
47012084,知事,（合）アフター,山城 幸夫,901-0512,島尻郡八重瀬町,字具志頭１３７６－１,098-996-2803,5000,法人,建内,,R040501,12,建設業（総合）,1
47014747,知事,天川建装,天川 和幸,904-2307,うるま市,与那城饒辺１５－１,098-978-7089,,個人,内,,R041014,0,内装工事,1
47014070,知事,亜海設備,高橋 幸司,901-2413,中頭郡中城村,津覇５グリーンサイドマンション３０３,090-3053-0091,,個人,管,,R070727,5,電気・設備工事,1
47011812,知事,（株）アミティ・ジャパン,末吉 洋次郎,902-0064,那覇市,寄宮２－２９－７,098-834-1004,5000,法人,電,,R070810,12,電気・設備工事,1
47007895,知事,（株）天久重機,赤嶺 太一,900-0002,那覇市,曙２－３－２０,098-861-2833,10000,法人,と,,R070615,28,その他専門工事,1
47012943,知事,（株）天久重機工業,赤嶺 太一,900-0002,那覇市,曙２－３－２０,098-860-8265,1000,法人,と,,R030419,8,その他専門工事,1
47008983,知事,（株）アメニス空調,奥浜 真潤,904-2174,沖縄市,与儀３－１８－１８,098-933-8610,20000,法人,土と石管鋼舗し水解,,R031108 R060808,20,建設業（総合）,1
000024146,大臣,アメリカンエンジニアリングコーポレーション,ケネス マークエクス,901-2223,宜野湾市,大山７－１１－４７,098-897-6781,31540,法人,土建大左と石屋電管タ鋼筋舗し板ガ塗防内機絶通園具水消解,1,R030902 R040921,,建設業（総合）,1
47014248,知事,（株）綾力,金城 力,901-0362,糸満市,字真栄里２０１３－１０,098-953-0985,1000,法人,塗,,R030129,5,塗装・防水,1
47011696,知事,（株）美橋建設,外間 剛,904-2233,うるま市,字豊原２４３－１ オキナワハウス１階２,098-989-8246,10000,法人,土建大と石屋タ鋼舗し塗内水,,R070224,12,建設業（総合）,1
47014416,知事,（株）あやぱにＦＡＭＩＬＹ,仲田 彩,901-1301,島尻郡与那原町,字板良敷１４１１,070-3801-9976,1000,法人,と,,R030730,0,その他専門工事,1
47015010,知事,（合）歩工業,眞玉橋 朝巳,904-2172,沖縄市,泡瀬１－２３－５,098-927-2144,500,法人,と解,,R051124,0,その他専門工事,1
47013917,知事,新井エンジニアリング,新井 順治,904-2162,沖縄市,海邦１－７－２７,098-927-8055,,個人,電,,R070319,5,電気・設備工事,1
47006730,知事,（有）新居開発,大濵 設力,900-0023,那覇市,楚辺２－３－１,098-853-9200,5000,法人,土建大左と石屋電管タ鋼筋舗板ガ塗防内絶具水解,,R070727,28,建設業（総合）,1
47014764,知事,（株）ａｒａｋａｋｉ,新垣 富之,901-2204,宜野湾市,上原１－８－２ ＯＳビル２０５,098-911-8989,5000,法人,土と石鋼舗し水解,,R041111,0,建設業（総合）,1
47012484,知事,（株）新垣組,新垣 克,901-0401,島尻郡八重瀬町,字東風平９０７－５,098-998-0446,10000,法人,大,,R060407,12,その他専門工事,1
47012883,知事,（株）あらかき建設,新垣 洋治郎,900-0037,那覇市,辻１－９－１さんごビル,098-917-1748,5000,法人,土建大と石屋鋼舗塗防内具水,,R021214,12,建設業（総合）,1
47013472,知事,アラカキ建設,新垣 善彦,901-1103,島尻郡南風原町,字与那覇５４８－１,098-889-4427,,個人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水,,R050601,8,建設業（総合）,1
47014670,知事,新垣建設,新垣 肇,903-0804,那覇市,首里石嶺町２－２３３－５ ２階,098-944-2847,,個人,建,,R040701,0,建設業（総合）,1
47015401,知事,（株）新垣建装,新垣 守,904-0203,中頭郡嘉手納町,字嘉手納１６３－５,098-959-5507,1000,法人,内,,R070718,0,内装工事,1
47010748,知事,新垣工業,新垣 友彦,901-2224,宜野湾市,真志喜２－７－１９,098-890-0977,,個人,左,,R061108,15,その他専門工事,1
47011350,知事,新垣興業,新垣 清健,901-2224,宜野湾市,真志喜３－９－２,098-897-0400,,個人,大左石屋タ板ガ塗防内絶具,,R050328,12,塗装・防水,1
47013444,知事,（株）新垣工務店,新垣 太志,901-1303,島尻郡与那原町,字与那原５７１－２,098-945-5747,8000,法人,建大屋タ内,,R050423,8,建設業（総合）,1
47009867,知事,（資）新垣材木店,新垣 盛改,902-0076,那覇市,与儀２－１－１９,098-832-3538,2541,法人,建大屋タ内,,R070530,20,建設業（総合）,1
47004822,知事,（有）新垣産業,新垣 智志,901-1102,島尻郡南風原町,字宮城２３１,098-889-2926,5000,法人,消,,R031214,35,電気・設備工事,1
47008009,知事,新垣産業（株）,新垣 力太,905-0005,名護市,字為又１２１９番地８７,0980-52-2632,56000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶具水解,,R070817,20,建設業（総合）,
